business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id_x,stars_y,useful,funny,cool,text_x,date_x,date_y,user_id_y,text_y,date,compliment_count,restaurant_id,cuisine_type,rating,restaurant_name,location
,,,Houston,TX,,29.841345,-95.47286,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,5316 Antoine Dr
,,,Houston,TX,,29.924899,-95.628011,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,10450 Huffmeister Rd
,,,Houston,TX,,29.833015,-95.523275,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Jack in the Box,9310 Clay Rd
,,,Houston,TX,,29.939875,-95.384507,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,739 N Sam Houston Pkwy E
,,,Houston,TX,,29.961435,-95.477959,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,12102 Veterans Memorial Dr
,,,Houston,TX,,29.790985,-95.162959,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,14643 Woodforest Blvd
,,,Houston,TX,,29.850325,-95.605675,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Jack in the Box,5656 N Eldridge Pkwy
,,,Houston,TX,,29.922596,-95.604219,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Jack in the Box,12446 Fm 1960 Rd W
,,,Houston,TX,,29.922596,-95.604219,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,12446 Fm 1960 Rd W
,,,Houston,TX,,29.75775,-95.398514,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Jack in the Box,3110 W Dallas St
,,,Houston,TX,,29.981197,-95.423434,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Jack in the Box,14775 North Fwy
,,,Cypress,TX,,29.947997,-95.675953,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,11833 Barker Cypress Rd
,,,Houston,TX,,29.802745,-95.493479,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Jack in the Box,8303 Long Point Rd
,,,Houston,TX,,29.715562,-95.498505,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Jack in the Box,6006 Hillcroft St
,,,Makawao,HI,,20.834946,-156.335366,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,3320 Old Haleakala Hwy
,,,Waianae,HI,,21.447907,-158.188882,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,85770 Farrington Hwy
,,,Kahului,HI,,20.887152,-156.465409,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,McDonald's,155 S Puunene Ave
,,,Honolulu,HI,,21.343303,-157.92833,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,928 Valkenburgh St
,,,Honolulu,HI,,21.344876,-157.913685,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,848 Ala Lilikoi St
,,,Honolulu,HI,,21.286874,-157.80655,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,3254 Waialae Ave
,,,Honolulu,HI,,21.365402,-157.930782,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,McDonald's,4561 Salt Lake Blvd
,,,Honolulu,HI,,21.356825,-157.929643,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,4725 Bougainville Dr
,,,Hilo,HI,,19.691133,-155.066051,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,2100 Kanoelehua Ave
,,,Honolulu,HI,,21.324619,-157.875797,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,McDonald's,1414 Dillingham Blvd
,,,Honolulu,HI,,21.324619,-157.875797,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,1414 Dillingham Blvd
,,,Waterloo,IA,,42.50421,-92.399876,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,3695 University Ave
,,,Waterloo,IA,,42.532752,-92.337562,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,2222 Logan Ave
,,,Urbandale,IA,,41.62537,-93.736019,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,3441 86th St
,,,Sioux City,IA,,42.496655,-96.378476,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,607 Lewis Blvd
,,,Sioux City,IA,,42.534982,-96.369331,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,McDonald's,3253 Floyd Blvd
,,,Sioux Center,IA,,43.090542,-96.175729,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,1212 N Main Ave
,,,Perry,IA,,41.830992,-94.106717,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,325 1st Ave
,,,Riverside,CA,,33.907255,-117.458349,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Panera Bread,3510 Tyler St
,,,Carmichael,CA,,38.64713,-121.328435,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Dairy Heaven,4545 Manzanita Ave
,,,San Mateo,CA,,37.544292,-122.306093,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Cobani Gyro Kebab,8 W 25th Ave
,,,Wake Forest,NC,,35.97603,-78.54688,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Zaxby's,995 Durham Rd
,,,Charlotte,NC,,35.17113,-80.66205,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Zaxby's,6911 Brighton Park Dr
,,,Denver,CO,,39.740561,-105.129872,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Long John Silver's,11701 W Colfax Ave
,,,Litchfield,IL,,39.18267,-89.669016,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Sandwich Place,0.0,Subway,1403 W Ferdon St
,,,Edwards,IL,,40.776321,-89.751947,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,7200 N Kickapoo Edwards Rd
,,,Oklahoma City,OK,,35.476995,-97.467244,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,2700 NE 10th St
,,,Oklahoma City,OK,,35.377115,-97.547839,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,9001 S Pennsylvania Ave
,,,Oklahoma City,OK,,35.528832,-97.476786,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,McDonald's,5815 N Martin Luther King Ave
,,,Oklahoma City,OK,,35.405196,-97.547502,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant Central Oklahoma City,0.0,McDonald's,6012 S Pennsylvania Ave
,,,Panama City Beach,FL,,30.178179,-85.807366,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Waffle House,10327 Front Beach Rd
,,,Deltona,FL,,28.873315,-81.281458,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Waffle House,414 Deltona Blvd
,,,Ripon,CA,,37.754579,-121.139626,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Mexican Restaurant,0.0,Taco Bell,1421 W Colony Rd
,,,Fort Worth,TX,,32.758332,-97.166618,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Taco Bell,1435 East Chase Parkway
,,,Gardena,CA,,33.901622,-118.308882,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Taco Bell,14308 So Western Ave
,,,Newport News,VA,,37.129609,-76.538547,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Taco Bell,14409 Warwick Blvd
,,,Albion,MI,,42.261242,-84.755711,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Taco Bell,1440 N Eaton Street
,,,Jacksonville,FL,,30.313289,-81.573981,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Captain D's,7916 Atlantic Blvd
,,,Tyler,TX,,32.329859,-95.300659,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Pizza Hut,1817 S Broadway Ave
,,,Wooster,OH,,40.836419,-81.929969,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,3000 Cleveland Ave
,,,Wooster,OH,,40.836419,-81.929969,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Arby's,3000 Cleveland Ave
,,,Waverly,OH,,39.11135,-82.996674,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Arby's,961 W Emmitt Ave
,,,Wheelersburg,OH,,38.728166,-82.860097,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, Sandwich Place, and American Restaurant",0.0,Arby's,8219 Ohio River Rd
,,,Upper Sandusky,OH,,40.835119,-83.237113,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Arby's,1745 E Wyandot Ave
,,,Twinsburg,OH,,41.307507,-81.438443,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Arby's,2670 Creekside Dr
,,,Toledo,OH,,41.654446,-83.622399,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,1455 Secor Rd
,,,Toledo,OH,,41.598998,-83.664503,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,2223 S Reynolds Rd
,,,Springfield,OH,,39.947347,-83.833102,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Arby's,1700 N Bechtle Ave
,,,Saint Marys,OH,,40.554672,-84.409482,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, Sandwich Place, and American Restaurant",0.0,Arby's,1401 Commerce Dr
,,,Pickerington,OH,,39.931063,-82.789923,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place South Columbus",0.0,Arby's,1840 Winderly Ln
,,,Northwood,OH,,41.617606,-83.488684,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,2522 Woodville Rd
,,,Northwood,OH,,41.604708,-83.537582,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Arby's,7553 Arbor Dr
,,,Fountain Hills,AZ,,33.569365,-111.709287,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,17218 E Shea Blvd
,,,Gilbert,AZ,,33.298829,-111.743776,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Wendy's,2867 S San Tan Village Pkwy
,,,Gilbert,AZ,,33.278046,-111.787767,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Wendy's,84 E Germann Rd
,,,Gilbert,AZ,,33.278046,-111.787767,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Wendy's,84 E Germann Rd
,,,Gilbert,AZ,,33.278046,-111.787767,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,84 E Germann Rd
,,,Succasunna,NJ,,40.870439,-74.643354,,,,,,,,,,,,,,,,,,,,,American Restaurant and Fast Food Restaurant,0.0,Boston Market,247 State Route 10 E
,,,North Arlington,NJ,,40.796507,-74.12797,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Boston Market,491 Ridge Rd
,,,Fresh Meadows,NY,,40.739507,-73.785963,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Boston Market,6145 188th St
,,,Fresh Meadows,NY,,40.739507,-73.785963,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Boston Market,6145 188th St
,,,Seattle,WA,,47.487118,-122.276424,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,13050 Interurban Ave S
,,,Tacoma,WA,,47.233891,-122.500451,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,4702 Center St
,,,Spokane,WA,,47.670732,-117.239691,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Jack in the Box,1505 N Pines Rd
,,,Shelton,WA,,47.230808,-123.126656,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,2947 Olympic Hwy N
,,,Spokane,WA,,47.656923,-117.347242,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,4220 E Sprague Ave
,,,Seattle,WA,,47.663098,-122.313085,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,4749 University Way NE
,,,Sequim,WA,,48.076753,-123.140751,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Jack in the Box,1280 W Washington St
,,,Pullman,WA,,46.739704,-117.172699,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,310 NE Stadium Way
,,,Pullman,WA,,46.739704,-117.172699,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Jack in the Box,310 NE Stadium Way
,,,Mount Vernon,WA,,48.435858,-122.33673,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,304 E College Way
,,,Marysville,WA,,48.082888,-122.173289,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,9603 State Ave
,,,Lakewood,WA,,47.179504,-122.548074,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,8504 Hipkins Rd SW
,,,Lakewood,WA,,47.167801,-122.520015,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,9815 Gravelly Lake Dr SW
,,,Yucaipa,CA,,34.033847,-117.074343,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,33475 Yucaipa Blvd
,,,Ventura,CA,,34.261685,-119.212772,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,1401 S Victoria Ave
,,,Sunnyvale,CA,,37.389378,-122.031397,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Wendy's,485 N Mathilda Ave
,,,Sunnyvale,CA,,37.389378,-122.031397,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,485 N Mathilda Ave
,,,Sunnyvale,CA,,37.351091,-122.014663,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,1313 S Wolfe Rd
,,,Columbus,OH,,40.0548,-82.864898,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,4727 Morse Road
,,,Columbus,OH,,39.923849,-82.88054,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Arby's,2467 S Hamilton Rd
,,,Columbus,OH,,39.923849,-82.88054,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,2467 S Hamilton Rd
,,,Gallipolis,OH,,38.823385,-82.171871,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, Sandwich Place, and American Restaurant",0.0,Arby's,1521 State Rte 7 S
,,,Columbus,OH,,40.141039,-82.97522,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Arby's,1575 Polaris Pkwy
,,,Bryan,OH,,41.458349,-84.551426,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Arby's,1400 S Main St
,,,Amelia,OH,,39.046725,-84.244307,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,1214 W Ohio Pike
,,,Batavia,OH,,39.082445,-84.149439,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, Sandwich Place, and American Restaurant",0.0,Arby's,2019 Hospital Dr
,,,Akron,OH,,41.029139,-81.491032,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place Ellet",0.0,Arby's,1000 E Waterloo Rd
,,,Salem,OR,,44.942986,-122.982958,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Arby's,940 Lancaster Dr NE
,,,Salem,OR,,44.942986,-122.982958,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Arby's,940 Lancaster Dr NE
,,,Roseburg,OR,,43.150567,-123.368033,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, Sandwich Place, and American Restaurant",0.0,Arby's,280 Grant Smith Rd
,,,Portland,OR,,45.577403,-122.699428,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Arby's,3171 N Lombard St
,,,Portland,OR,,45.533828,-122.538958,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,12035 Ne Halsey
,,,Portland,OR,,45.447271,-122.57938,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Arby's,10499 Se 82 Ave
,,,Eugene,OR,,44.048521,-123.154583,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, Sandwich Place, and American Restaurant",0.0,Arby's,3865 W 11th Ave
,,,Corvallis,OR,,44.592948,-123.251966,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,2503 Nw 9th St
,,,Coos Bay,OR,,43.356107,-124.210666,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Arby's,1165 Evans Blvd
,,,Bend,OR,,44.044432,-121.302924,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Arby's,535 Se 3rd St
,,,Beaverton,OR,,45.499558,-122.806602,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Arby's,2820 Sw Cedar Hills Blvd
,,,Whitehall,PA,,40.642976,-75.488136,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Arby's,1229 Schadt Ave
,,,Jefferson City,MO,,38.576845,-92.172252,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,114 E High St
,,,Neosho,MO,,36.85563,-94.384073,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,1035 S Neosho Blvd
,,,El Dorado Springs,MO,,37.863651,-94.025335,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,205 W Us Highway 54
,,,Saint Joseph,MO,,39.713261,-94.871492,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,6101 Lake Ave
,,,Chillicothe,MO,,39.777323,-93.554059,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,1000 Graves St
,,,Doylestown,PA,,40.324335,-75.130316,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Burger King,560 N Main St
,,,Chambersburg,PA,,39.92218,-77.599832,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Burger King,1950 Lincoln Way E
,,,Burnham,PA,,40.629594,-77.567797,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Burger King,102 N Logan Blvd
,,,Bethlehem,PA,,40.644602,-75.319195,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Burger King,3924 Linden St
,,,Bentleyville,PA,,40.127755,-80.003201,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Burger King,150 Wilson Rd
,,,Wilsonville,OR,,45.334659,-122.767209,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Burger King,8699 SW Robert Burns Dr
,,,The Dalles,OR,,45.607374,-121.20195,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Burger King,1416 W 6th St
,,,Salem,OR,,44.880678,-123.029408,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Burger King,5145 Commercial St SE
,,,Chicago,IL,,41.721805,-87.620105,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint South Side,0.0,Burger King,110 E 95th St
,,,Burbank,IL,,41.73473,-87.779121,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Burger King,8650 State Rd
,,,Bradley,IL,,41.140367,-87.87676,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Burger King,353 S Kennedy Dr
,,,Bourbonnais,IL,,41.162957,-87.894341,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Burger King,1060 Main St NW
,,,Houston,TX,,29.755273,-95.363045,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Chick-fil-A,1200 Mckinney St
,,,Grapevine,TX,,32.928141,-97.086134,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Chick-fil-A,1245 William D Tate Ave
,,,El Paso,TX,,31.816812,-106.543191,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Chick-fil-A,750 Sunland Park Dr
,,,Dallas,TX,,32.998041,-96.83155,,,,,,,,,,,,,,,,,,,,,"Fried Chicken Joint, Fast Food Restaurant, and American Restaurant",0.0,Chick-fil-A,4523 Frankford Rd
,,,Dallas,TX,,32.998041,-96.83155,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Chick-fil-A,4523 Frankford Rd
,,,Corpus Christi,TX,,27.709606,-97.3734,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Chick-fil-A,5488 S Padre Island Dr
,,,Kingwood,TX,,30.068211,-95.210536,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,2308 Northpark Dr
,,,Kerrville,TX,,30.050382,-99.137187,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Jack in the Box,500 Sidney Baker St
,,,Kerrville,TX,,30.050382,-99.137187,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Jack in the Box,500 Sidney Baker St
,,,Denver,CO,,39.691074,-105.025499,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,El Pollo Loco,1401 S Federal Blvd
,,,Wilmington,CA,,33.790976,-118.263303,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Mexican Restaurant,0.0,El Pollo Loco,1380 N Avalon Blvd
,,,Richmond,CA,,37.950749,-122.332902,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,El Pollo Loco,13139 San Pablo Ave
,,,Irving,TX,,32.837289,-96.951946,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant Southwest Dallas,0.0,Jack in the Box,515 W Airport Fwy
,,,Bradenton,FL,,27.389938,-82.45802,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,8220 Tourist Center Dr
,,,Naples,FL,,26.197854,-81.79962,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,4114 Tamiami Trl N
,,,Port Charlotte,FL,,27.017765,-82.052117,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Wendy's,24180 Veterans Blvd
,,,Fort Myers,FL,,26.664217,-81.833472,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,3900 Palm Beach Blvd
,,,Fort Myers,FL,,26.518474,-81.943354,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,15300 Mcgregor Blvd
,,,Bartow,FL,,27.909454,-81.843372,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,1520 N Broadway Ave
,,,Largo,FL,,27.878928,-82.832706,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,11760 Oakhurst Rd
,,,Clearwater,FL,,27.956027,-82.787662,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,900 S Missouri Ave
,,,Tampa,FL,,27.944928,-82.475267,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,1615 W Kennedy Blvd
,,,Tampa,FL,,27.893073,-82.517921,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,4314 W Gandy Blvd
,,,Plant City,FL,,27.985037,-82.121699,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,2807 James L Redman Pkwy
,,,Plant City,FL,,28.017565,-82.139074,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Wendy's,1601 W Baker St
,,,Plant City,FL,,28.017565,-82.139074,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant and Burger Joint,0.0,Wendy's,1601 W Baker St
,,,Loveland,CO,,40.409858,-105.002321,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Chick-fil-A,1545 Rocky Mountain Ave
,,,Littleton,CO,,39.543774,-104.945425,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Chick-fil-A,3700 E Highlands Ranch Pkwy
,,,Littleton,CO,,39.543774,-104.945425,,,,,,,,,,,,,,,,,,,,,Fast Food,0.0,Chick-fil-A,3700 E Highlands Ranch Pkwy
,,,Roseville,CA,,38.784109,-121.286194,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Chick-fil-A,912 Pleasant Grove Blvd
,,,Loma Linda,CA,,34.063661,-117.24321,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Farmer Boys,10475 Mountain View Ave
,,,Warrenton,VA,,38.71991,-77.806848,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,102 Broadview Ave
,,,Virginia Beach,VA,,36.844243,-76.070867,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,2884 Virginia Beach Blvd
,,,Virginia Beach,VA,,36.781077,-76.19073,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,1830 Kempsville Rd
,,,Troutville,VA,,37.388819,-79.900771,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,2966 Lee Hwy
,,,Chino Hills,CA,,34.002372,-117.727824,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Chick-fil-A,3640 Grand Ave
,,,Suffolk,VA,,36.723769,-76.637038,,,,,,,,,,,,,,,,,,,,,Sandwiches / Fast Food / American,0.0,Subway,1524 Holland Rd
,,,Spotsylvania,VA,,38.135077,-77.521745,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,6356 Jefferson Davis Hwy
,,,Mesa,AZ,,33.335184,-111.687139,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Chick-fil-A,4908 S Power Rd
,,,Rustburg,VA,,37.27826,-79.166758,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurants,0.0,Subway,1788 Calohan Rd
,,,Little Rock,AR,,34.753544,-92.343094,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Chick-fil-A,6000 W Markham St
,,,Little Rock,AR,,34.753544,-92.343094,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Chick-fil-A,6000 W Markham St
,,,Fort Smith,AR,,35.355781,-94.357819,,,,,,,,,,,,,,,,,,,,,"Fast Food Restaurant, American Restaurant, and Sandwich Place",0.0,Chick-fil-A,6810 Rogers Ave
,,,Fort Smith,AR,,35.355781,-94.357819,,,,,,,,,,,,,,,,,,,,,Fast Food Restaurant,0.0,Chick-fil-A,6810 Rogers Ave
